rows,mean,std
2000,14.805476991335551,0.9158618682080707
4000,29.35156319141388,1.6776589541732085
8000,58.281656138102214,3.1173093560609306
10000,71.614071170489,3.7852611800437272
16000,114.57872111002604,6.422560337577411
32000,229.80017193158469,9.14400048366894
64000,456.29987562497456,23.042030270804997
100000,713.0034033695857,38.00560484206964
128000,909.7782630840937,39.78988230425019
