size,mean,std
10000,80.49587836265565,2.1698996313383407
2000,15.502182722091677,0.2124239052353397
4000,31.50028362274169,0.4045292531632974
8000,63.17161965370178,0.6718960713294915
16000,127.40301270484925,1.6325699950817938
32000,251.5358216285705,1.4030222649024118
64000,499.6018517017365,1.682013013013013
128000,993.2114861011504,2.132366864905547
100000,799.7420189380646,2.332366864905547
