rows,mean,std
2000,3.561644450823466,0.09511365706690403
4000,3.82658052444458,0.08074133161500405
8000,3.8697335004806517,0.10452920085948085
10000,4.432516646385193,0.08850838384559134
16000,4.519390598932902,0.1013086249907604
32000,4.6089761336644495,0.07831686410382627
64000,4.853543798128764,0.08268094201722523
100000,5.546147433916728,0.1107301496273983
128000,5.643601139386495,0.10307224044915768
